,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2013,26,KIA,17,8,0.68,1.0
1,2013,26,LG,13,13,0.5,6.0
2,2013,26,NC,6,19,0.24,8.5
3,2013,26,SK,13,12,0.52,5.0
4,2013,26,넥센,17,9,0.6538461538461539,2.0
5,2013,26,두산,16,9,0.64,3.0
6,2013,26,롯데,11,14,0.44,7.0
7,2013,26,삼성,16,10,0.6153846153846154,4.0
8,2013,26,한화,6,19,0.24,8.5
