,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2012,91,KIA,45,42,0.5172413793103449,3.5
1,2012,91,LG,39,49,0.4431818181818182,7.0
2,2012,91,SK,46,43,0.5168539325842697,5.0
3,2012,91,넥센,44,45,0.4943820224719101,6.0
4,2012,91,두산,49,41,0.5444444444444444,2.0
5,2012,91,롯데,45,42,0.5172413793103449,3.5
6,2012,91,삼성,51,38,0.5730337078651685,1.0
7,2012,91,한화,36,53,0.4044943820224719,8.0
