,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2010,75,KIA,34,41,0.4533333333333333,6.0
1,2010,75,LG,35,39,0.472972972972973,5.0
2,2010,75,SK,53,22,0.7066666666666667,1.0
3,2010,75,넥센,30,44,0.40540540540540543,7.0
4,2010,75,두산,44,30,0.5945945945945946,2.0
5,2010,75,롯데,35,38,0.4794520547945205,4.0
6,2010,75,삼성,40,34,0.5405405405405406,3.0
7,2010,75,한화,28,47,0.37333333333333335,8.0
