,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2007,41,KIA,18,23,0.4390243902439024,7.5
1,2007,41,LG,20,19,0.5128205128205128,3.0
2,2007,41,SK,23,15,0.6052631578947368,1.0
3,2007,41,두산,20,20,0.5,4.0
4,2007,41,롯데,19,20,0.4871794871794872,5.0
5,2007,41,삼성,18,20,0.4736842105263158,6.0
6,2007,41,한화,22,18,0.55,2.0
7,2007,41,현대,18,23,0.4390243902439024,7.5
