,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,1990,4,LG,2,2,0.5,4.0
1,1990,4,OB,2,2,0.5,4.0
2,1990,4,롯데,3,1,0.75,2.0
3,1990,4,빙그레,4,0,1.0,1.0
4,1990,4,삼성,2,2,0.5,4.0
5,1990,4,태평양,1,3,0.25,6.0
6,1990,4,해태,0,3,0.0,7.0
