,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2005,76,KIA,31,44,0.4133333333333333,8.0
1,2005,76,LG,36,39,0.48,5.0
2,2005,76,SK,35,37,0.4861111111111111,4.0
3,2005,76,두산,43,31,0.581081081081081,2.0
4,2005,76,롯데,36,40,0.4736842105263158,6.0
5,2005,76,삼성,45,29,0.6081081081081081,1.0
6,2005,76,한화,40,35,0.5333333333333333,3.0
7,2005,76,현대,33,41,0.4459459459459459,7.0
