,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2016,144,KIA,70,73,0.4895104895104895,5.0
1,2016,144,LG,71,71,0.5,4.0
2,2016,144,NC,83,58,0.5886524822695035,2.0
3,2016,144,SK,69,75,0.4791666666666667,6.0
4,2016,144,kt,53,89,0.3732394366197183,10.0
5,2016,144,넥센,77,66,0.5384615384615384,3.0
6,2016,144,두산,93,50,0.6503496503496503,1.0
7,2016,144,롯데,66,78,0.4583333333333333,8.0
8,2016,144,삼성,65,78,0.4545454545454545,9.0
9,2016,144,한화,66,75,0.4680851063829787,7.0
