,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2006,57,KIA,28,27,0.509090909090909,5.0
1,2006,57,LG,22,34,0.3928571428571429,8.0
2,2006,57,SK,26,31,0.456140350877193,6.0
3,2006,57,두산,29,26,0.5272727272727272,4.0
4,2006,57,롯데,23,33,0.4107142857142857,7.0
5,2006,57,삼성,34,21,0.6181818181818182,1.0
6,2006,57,한화,30,26,0.5357142857142857,3.0
7,2006,57,현대,31,26,0.543859649122807,2.0
