,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,1997,46,LG,30,15,0.6666666666666666,1.0
1,1997,46,OB,24,19,0.5581395348837209,4.0
2,1997,46,롯데,17,29,0.3695652173913043,7.0
3,1997,46,삼성,25,19,0.5681818181818182,3.0
4,1997,46,쌍방울,21,25,0.4565217391304348,5.0
5,1997,46,한화,16,28,0.3636363636363637,8.0
6,1997,46,해태,28,18,0.6086956521739131,2.0
7,1997,46,현대,18,26,0.4090909090909091,6.0
