,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2000,32,LG,17,15,0.53125,4.0
1,2000,32,SK,9,23,0.28125,8.0
2,2000,32,두산,22,10,0.6875,1.5
3,2000,32,롯데,13,19,0.40625,6.0
4,2000,32,삼성,20,12,0.625,3.0
5,2000,32,한화,15,17,0.46875,5.0
6,2000,32,해태,11,21,0.34375,7.0
7,2000,32,현대,22,10,0.6875,1.5
