,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2012,102,KIA,49,49,0.5,5.0
1,2012,102,LG,44,55,0.4444444444444444,7.0
2,2012,102,SK,54,46,0.54,3.0
3,2012,102,넥센,49,51,0.49,6.0
4,2012,102,두산,53,48,0.5247524752475248,4.0
5,2012,102,롯데,53,45,0.5408163265306123,2.0
6,2012,102,삼성,58,42,0.58,1.0
7,2012,102,한화,39,61,0.39,8.0
