,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2002,11,KIA,8,2,0.8,1.5
1,2002,11,LG,3,8,0.2727272727272727,8.0
2,2002,11,SK,3,7,0.3,7.0
3,2002,11,두산,4,7,0.3636363636363637,5.5
4,2002,11,롯데,4,7,0.3636363636363637,5.5
5,2002,11,삼성,6,5,0.5454545454545454,4.0
6,2002,11,한화,6,4,0.6,3.0
7,2002,11,현대,8,2,0.8,1.5
