,Year,Game_idx,Team1,cum_win,cum_lose,Wpct,rank
0,2004,111,KIA,53,54,0.4953271028037383,5.0
1,2004,111,LG,51,56,0.4766355140186916,6.0
2,2004,111,SK,52,52,0.5,4.0
3,2004,111,두산,59,51,0.5363636363636364,3.0
4,2004,111,롯데,39,61,0.39,8.0
5,2004,111,삼성,62,43,0.5904761904761905,1.0
6,2004,111,한화,46,59,0.4380952380952381,7.0
7,2004,111,현대,62,44,0.5849056603773585,2.0
