Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,14.5,25.5,4.5,2.0,22.0,-1.5,21.0
OB,-14.5,0.0,11.0,-10.0,-12.5,7.5,-16.0,6.5
롯데,-25.5,-11.0,0.0,-21.0,-23.5,-3.5,-27.0,-4.5
삼성,-4.5,10.0,21.0,0.0,-2.5,17.5,-6.0,16.5
쌍방울,-2.0,12.5,23.5,2.5,0.0,20.0,-3.5,19.0
한화,-22.0,-7.5,3.5,-17.5,-20.0,0.0,-23.5,-1.0
해태,1.5,16.0,27.0,6.0,3.5,23.5,0.0,22.5
현대,-21.0,-6.5,4.5,-16.5,-19.0,1.0,-22.5,0.0
