Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,13.5,-3.5,3.5,-0.5,9.5,6.0,-8.5
SK,-13.5,0.0,-17.0,-10.0,-14.0,-4.0,-7.5,-22.0
두산,3.5,17.0,0.0,7.0,3.0,13.0,9.5,-5.0
롯데,-3.5,10.0,-7.0,0.0,-4.0,6.0,2.5,-12.0
삼성,0.5,14.0,-3.0,4.0,0.0,10.0,6.5,-8.0
한화,-9.5,4.0,-13.0,-6.0,-10.0,0.0,-3.5,-18.0
해태,-6.0,7.5,-9.5,-2.5,-6.5,3.5,0.0,-14.5
현대,8.5,22.0,5.0,12.0,8.0,18.0,14.5,0.0
