Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,22.5,-8.5,-2.5,-7.5,9.5,6.0,-19.0
SK,-22.5,0.0,-31.0,-25.0,-30.0,-13.0,-16.5,-41.5
두산,8.5,31.0,0.0,6.0,1.0,18.0,14.5,-10.5
롯데,2.5,25.0,-6.0,0.0,-5.0,12.0,8.5,-16.5
삼성,7.5,30.0,-1.0,5.0,0.0,17.0,13.5,-11.5
한화,-9.5,13.0,-18.0,-12.0,-17.0,0.0,-3.5,-28.5
해태,-6.0,16.5,-14.5,-8.5,-13.5,3.5,0.0,-25.0
현대,19.0,41.5,10.5,16.5,11.5,28.5,25.0,0.0
