Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,5.0,6.0,4.5,5.5,4.0,5.0,6.0
OB,-5.0,0.0,1.0,-0.5,0.5,-1.0,0.0,1.0
롯데,-6.0,-1.0,0.0,-1.5,-0.5,-2.0,-1.0,0.0
삼성,-4.5,0.5,1.5,0.0,1.0,-0.5,0.5,1.5
쌍방울,-5.5,-0.5,0.5,-1.0,0.0,-1.5,-0.5,0.5
태평양,-4.0,1.0,2.0,0.5,1.5,0.0,1.0,2.0
한화,-5.0,0.0,1.0,-0.5,0.5,-1.0,0.0,1.0
해태,-6.0,-1.0,0.0,-1.5,-0.5,-2.0,-1.0,0.0
