Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,2.5,5.5,-6.0,-6.5,-0.5,-6.0
OB,-2.5,0.0,3.0,-8.5,-9.0,-3.0,-8.5
롯데,-5.5,-3.0,0.0,-11.5,-12.0,-6.0,-11.5
빙그레,6.0,8.5,11.5,0.0,-0.5,5.5,0.0
삼성,6.5,9.0,12.0,0.5,0.0,6.0,0.5
태평양,0.5,3.0,6.0,-5.5,-6.0,0.0,-5.5
해태,6.0,8.5,11.5,0.0,-0.5,5.5,0.0
