Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,15.5,2.0,-1.0,-1.5,10.5,4.0,-8.5
OB,-15.5,0.0,-13.5,-16.5,-17.0,-5.0,-11.5,-24.0
롯데,-2.0,13.5,0.0,-3.0,-3.5,8.5,2.0,-10.5
빙그레,1.0,16.5,3.0,0.0,-0.5,11.5,5.0,-7.5
삼성,1.5,17.0,3.5,0.5,0.0,12.0,5.5,-7.0
쌍방울,-10.5,5.0,-8.5,-11.5,-12.0,0.0,-6.5,-19.0
태평양,-4.0,11.5,-2.0,-5.0,-5.5,6.5,0.0,-12.5
해태,8.5,24.0,10.5,7.5,7.0,19.0,12.5,0.0
