Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-1.0,2.5,-12.0,-6.0,-5.5,-10.0
OB,1.0,0.0,3.5,-11.0,-5.0,-4.5,-9.0
롯데,-2.5,-3.5,0.0,-14.5,-8.5,-8.0,-12.5
빙그레,12.0,11.0,14.5,0.0,6.0,6.5,2.0
삼성,6.0,5.0,8.5,-6.0,0.0,0.5,-4.0
태평양,5.5,4.5,8.0,-6.5,-0.5,0.0,-4.5
해태,10.0,9.0,12.5,-2.0,4.0,4.5,0.0
