Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,10.5,8.5,8.5,15.0,7.0,9.0,5.0
OB,-10.5,0.0,-2.0,-2.0,4.5,-3.5,-1.5,-5.5
롯데,-8.5,2.0,0.0,0.0,6.5,-1.5,0.5,-3.5
삼성,-8.5,2.0,0.0,0.0,6.5,-1.5,0.5,-3.5
쌍방울,-15.0,-4.5,-6.5,-6.5,0.0,-8.0,-6.0,-10.0
태평양,-7.0,3.5,1.5,1.5,8.0,0.0,2.0,-2.0
한화,-9.0,1.5,-0.5,-0.5,6.0,-2.0,0.0,-4.0
해태,-5.0,5.5,3.5,3.5,10.0,2.0,4.0,0.0
