Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.5,-10.5,0.0,-6.0,7.5,5.5,-13.0
SK,-20.5,0.0,-31.0,-20.5,-26.5,-13.0,-15.0,-33.5
두산,10.5,31.0,0.0,10.5,4.5,18.0,16.0,-2.5
롯데,0.0,20.5,-10.5,0.0,-6.0,7.5,5.5,-13.0
삼성,6.0,26.5,-4.5,6.0,0.0,13.5,11.5,-7.0
한화,-7.5,13.0,-18.0,-7.5,-13.5,0.0,-2.0,-20.5
해태,-5.5,15.0,-16.0,-5.5,-11.5,2.0,0.0,-18.5
현대,13.0,33.5,2.5,13.0,7.0,20.5,18.5,0.0
