Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,7.5,-2.0,16.0,9.0,-2.5,-9.0,9.0
LG,-7.5,0.0,-9.5,8.5,1.5,-10.0,-16.5,1.5
SK,2.0,9.5,0.0,18.0,11.0,-0.5,-7.0,11.0
넥센,-16.0,-8.5,-18.0,0.0,-7.0,-18.5,-25.0,-7.0
두산,-9.0,-1.5,-11.0,7.0,0.0,-11.5,-18.0,0.0
롯데,2.5,10.0,0.5,18.5,11.5,0.0,-6.5,11.5
삼성,9.0,16.5,7.0,25.0,18.0,6.5,0.0,18.0
한화,-9.0,-1.5,-11.0,7.0,0.0,-11.5,-18.0,0.0
