Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,5.0,-6.0,0.0,-4.0,2.0,0.0,-9.0
SK,-5.0,0.0,-11.0,-5.0,-9.0,-3.0,-5.0,-14.0
두산,6.0,11.0,0.0,6.0,2.0,8.0,6.0,-3.0
롯데,0.0,5.0,-6.0,0.0,-4.0,2.0,0.0,-9.0
삼성,4.0,9.0,-2.0,4.0,0.0,6.0,4.0,-5.0
한화,-2.0,3.0,-8.0,-2.0,-6.0,0.0,-2.0,-11.0
해태,0.0,5.0,-6.0,0.0,-4.0,2.0,0.0,-9.0
현대,9.0,14.0,3.0,9.0,5.0,11.0,9.0,0.0
