Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,7.5,4.0,17.0,11.0,2.5,-4.0,14.0
LG,-7.5,0.0,-3.5,9.5,3.5,-5.0,-11.5,6.5
SK,-4.0,3.5,0.0,13.0,7.0,-1.5,-8.0,10.0
넥센,-17.0,-9.5,-13.0,0.0,-6.0,-14.5,-21.0,-3.0
두산,-11.0,-3.5,-7.0,6.0,0.0,-8.5,-15.0,3.0
롯데,-2.5,5.0,1.5,14.5,8.5,0.0,-6.5,11.5
삼성,4.0,11.5,8.0,21.0,15.0,6.5,0.0,18.0
한화,-14.0,-6.5,-10.0,3.0,-3.0,-11.5,-18.0,0.0
