Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-13.0,1.0,14.0,-9.5,-9.0,-0.5,-17.0,-1.0
LG,-5.5,0.0,-18.5,-4.5,8.5,-15.0,-14.5,-6.0,-22.5,-6.5
NC,13.0,18.5,0.0,14.0,27.0,3.5,4.0,12.5,-4.0,12.0
SK,-1.0,4.5,-14.0,0.0,13.0,-10.5,-10.0,-1.5,-18.0,-2.0
kt,-14.0,-8.5,-27.0,-13.0,0.0,-23.5,-23.0,-14.5,-31.0,-15.0
넥센,9.5,15.0,-3.5,10.5,23.5,0.0,0.5,9.0,-7.5,8.5
두산,9.0,14.5,-4.0,10.0,23.0,-0.5,0.0,8.5,-8.0,8.0
롯데,0.5,6.0,-12.5,1.5,14.5,-9.0,-8.5,0.0,-16.5,-0.5
삼성,17.0,22.5,4.0,18.0,31.0,7.5,8.0,16.5,0.0,16.0
한화,1.0,6.5,-12.0,2.0,15.0,-8.5,-8.0,0.5,-16.0,0.0
