Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-9.5,-4.0,-25.5,-11.5,-13.0,-20.5
OB,9.5,0.0,5.5,-16.0,-2.0,-3.5,-11.0
롯데,4.0,-5.5,0.0,-21.5,-7.5,-9.0,-16.5
빙그레,25.5,16.0,21.5,0.0,14.0,12.5,5.0
삼성,11.5,2.0,7.5,-14.0,0.0,-1.5,-9.0
태평양,13.0,3.5,9.0,-12.5,1.5,0.0,-7.5
해태,20.5,11.0,16.5,-5.0,9.0,7.5,0.0
