Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-0.5,10.0,6.0,-1.0,4.0,0.5,-3.5,14.0
LG,0.5,0.0,10.5,6.5,-0.5,4.5,1.0,-3.0,14.5
NC,-10.0,-10.5,0.0,-4.0,-11.0,-6.0,-9.5,-13.5,4.0
SK,-6.0,-6.5,4.0,0.0,-7.0,-2.0,-5.5,-9.5,8.0
넥센,1.0,0.5,11.0,7.0,0.0,5.0,1.5,-2.5,15.0
두산,-4.0,-4.5,6.0,2.0,-5.0,0.0,-3.5,-7.5,10.0
롯데,-0.5,-1.0,9.5,5.5,-1.5,3.5,0.0,-4.0,13.5
삼성,3.5,3.0,13.5,9.5,2.5,7.5,4.0,0.0,17.5
한화,-14.0,-14.5,-4.0,-8.0,-15.0,-10.0,-13.5,-17.5,0.0
