Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,10.5,3.5,-2.0,0.5,2.5,2.0
OB,-10.5,0.0,-7.0,-12.5,-10.0,-8.0,-8.5
롯데,-3.5,7.0,0.0,-5.5,-3.0,-1.0,-1.5
빙그레,2.0,12.5,5.5,0.0,2.5,4.5,4.0
삼성,-0.5,10.0,3.0,-2.5,0.0,2.0,1.5
태평양,-2.5,8.0,1.0,-4.5,-2.0,0.0,-0.5
해태,-2.0,8.5,1.5,-4.0,-1.5,0.5,0.0
