Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,14.0,12.5,22.0,35.5,1.0,16.0,-1.0
LG,-14.0,0.0,-1.5,8.0,21.5,-13.0,2.0,-15.0
SK,-12.5,1.5,0.0,9.5,23.0,-11.5,3.5,-13.5
두산,-22.0,-8.0,-9.5,0.0,13.5,-21.0,-6.0,-23.0
롯데,-35.5,-21.5,-23.0,-13.5,0.0,-34.5,-19.5,-36.5
삼성,-1.0,13.0,11.5,21.0,34.5,0.0,15.0,-2.0
한화,-16.0,-2.0,-3.5,6.0,19.5,-15.0,0.0,-17.0
현대,1.0,15.0,13.5,23.0,36.5,2.0,17.0,0.0
