Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-18.0,6.5,-15.0,-3.5,-15.5,8.0
LG,-3.5,0.0,-21.5,3.0,-18.5,-7.0,-19.0,4.5
SK,18.0,21.5,0.0,24.5,3.0,14.5,2.5,26.0
넥센,-6.5,-3.0,-24.5,0.0,-21.5,-10.0,-22.0,1.5
두산,15.0,18.5,-3.0,21.5,0.0,11.5,-0.5,23.0
롯데,3.5,7.0,-14.5,10.0,-11.5,0.0,-12.0,11.5
삼성,15.5,19.0,-2.5,22.0,0.5,12.0,0.0,23.5
한화,-8.0,-4.5,-26.0,-1.5,-23.0,-11.5,-23.5,0.0
