Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,22.5,6.5,9.0,15.0,16.0,33.5,16.5
LG,-22.5,0.0,-16.0,-13.5,-7.5,-6.5,11.0,-6.0
SK,-6.5,16.0,0.0,2.5,8.5,9.5,27.0,10.0
두산,-9.0,13.5,-2.5,0.0,6.0,7.0,24.5,7.5
롯데,-15.0,7.5,-8.5,-6.0,0.0,1.0,18.5,1.5
삼성,-16.0,6.5,-9.5,-7.0,-1.0,0.0,17.5,0.5
한화,-33.5,-11.0,-27.0,-24.5,-18.5,-17.5,0.0,-17.0
히어로즈,-16.5,6.0,-10.0,-7.5,-1.5,-0.5,17.0,0.0
