Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-12.5,-1.5,10.5,-8.0,-16.0,3.5,4.0,3.0
LG,-1.0,0.0,-13.5,-2.5,9.5,-9.0,-17.0,2.5,3.0,2.0
NC,12.5,13.5,0.0,11.0,23.0,4.5,-3.5,16.0,16.5,15.5
SK,1.5,2.5,-11.0,0.0,12.0,-6.5,-14.5,5.0,5.5,4.5
kt,-10.5,-9.5,-23.0,-12.0,0.0,-18.5,-26.5,-7.0,-6.5,-7.5
넥센,8.0,9.0,-4.5,6.5,18.5,0.0,-8.0,11.5,12.0,11.0
두산,16.0,17.0,3.5,14.5,26.5,8.0,0.0,19.5,20.0,19.0
롯데,-3.5,-2.5,-16.0,-5.0,7.0,-11.5,-19.5,0.0,0.5,-0.5
삼성,-4.0,-3.0,-16.5,-5.5,6.5,-12.0,-20.0,-0.5,0.0,-1.0
한화,-3.0,-2.0,-15.5,-4.5,7.5,-11.0,-19.0,0.5,1.0,0.0
