Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-4.0,-8.0,4.0,0.0,0.0,-2.5,3.5
LG,4.0,0.0,-4.0,8.0,4.0,4.0,1.5,7.5
SK,8.0,4.0,0.0,12.0,8.0,8.0,5.5,11.5
넥센,-4.0,-8.0,-12.0,0.0,-4.0,-4.0,-6.5,-0.5
두산,0.0,-4.0,-8.0,4.0,0.0,0.0,-2.5,3.5
롯데,0.0,-4.0,-8.0,4.0,0.0,0.0,-2.5,3.5
삼성,2.5,-1.5,-5.5,6.5,2.5,2.5,0.0,6.0
한화,-3.5,-7.5,-11.5,0.5,-3.5,-3.5,-6.0,0.0
