Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,14.5,-4.5,3.5,0.5,9.5,6.0,-9.5
SK,-14.5,0.0,-19.0,-11.0,-14.0,-5.0,-8.5,-24.0
두산,4.5,19.0,0.0,8.0,5.0,14.0,10.5,-5.0
롯데,-3.5,11.0,-8.0,0.0,-3.0,6.0,2.5,-13.0
삼성,-0.5,14.0,-5.0,3.0,0.0,9.0,5.5,-10.0
한화,-9.5,5.0,-14.0,-6.0,-9.0,0.0,-3.5,-19.0
해태,-6.0,8.5,-10.5,-2.5,-5.5,3.5,0.0,-15.5
현대,9.5,24.0,5.0,13.0,10.0,19.0,15.5,0.0
