Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.0,-10.0,-4.0,20.5,0.0,2.0,-2.5
두산,5.0,0.0,-5.0,1.0,25.5,5.0,7.0,2.5
롯데,10.0,5.0,0.0,6.0,30.5,10.0,12.0,7.5
삼성,4.0,-1.0,-6.0,0.0,24.5,4.0,6.0,1.5
쌍방울,-20.5,-25.5,-30.5,-24.5,0.0,-20.5,-18.5,-23.0
한화,0.0,-5.0,-10.0,-4.0,20.5,0.0,2.0,-2.5
해태,-2.0,-7.0,-12.0,-6.0,18.5,-2.0,0.0,-4.5
현대,2.5,-2.5,-7.5,-1.5,23.0,2.5,4.5,0.0
