Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-3.5,-3.0,13.0,-3.0,-4.0,-1.0,-6.0,-1.0
LG,-2.5,0.0,-6.0,-5.5,10.5,-5.5,-6.5,-3.5,-8.5,-3.5
NC,3.5,6.0,0.0,0.5,16.5,0.5,-0.5,2.5,-2.5,2.5
SK,3.0,5.5,-0.5,0.0,16.0,0.0,-1.0,2.0,-3.0,2.0
kt,-13.0,-10.5,-16.5,-16.0,0.0,-16.0,-17.0,-14.0,-19.0,-14.0
넥센,3.0,5.5,-0.5,0.0,16.0,0.0,-1.0,2.0,-3.0,2.0
두산,4.0,6.5,0.5,1.0,17.0,1.0,0.0,3.0,-2.0,3.0
롯데,1.0,3.5,-2.5,-2.0,14.0,-2.0,-3.0,0.0,-5.0,0.0
삼성,6.0,8.5,2.5,3.0,19.0,3.0,2.0,5.0,0.0,5.0
한화,1.0,3.5,-2.5,-2.0,14.0,-2.0,-3.0,0.0,-5.0,0.0
