Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,1.0,11.5,-3.5,4.5,6.0,2.0,-17.5
OB,-1.0,0.0,10.5,-4.5,3.5,5.0,1.0,-18.5
롯데,-11.5,-10.5,0.0,-15.0,-7.0,-5.5,-9.5,-29.0
삼성,3.5,4.5,15.0,0.0,8.0,9.5,5.5,-14.0
쌍방울,-4.5,-3.5,7.0,-8.0,0.0,1.5,-2.5,-22.0
한화,-6.0,-5.0,5.5,-9.5,-1.5,0.0,-4.0,-23.5
해태,-2.0,-1.0,9.5,-5.5,2.5,4.0,0.0,-19.5
현대,17.5,18.5,29.0,14.0,22.0,23.5,19.5,0.0
