Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,2.5,-9.0,-20.0,-16.0,0.0,-1.5,-27.0
OB,-2.5,0.0,-11.5,-22.5,-18.5,-2.5,-4.0,-29.5
롯데,9.0,11.5,0.0,-11.0,-7.0,9.0,7.5,-18.0
빙그레,20.0,22.5,11.0,0.0,4.0,20.0,18.5,-7.0
삼성,16.0,18.5,7.0,-4.0,0.0,16.0,14.5,-11.0
쌍방울,0.0,2.5,-9.0,-20.0,-16.0,0.0,-1.5,-27.0
태평양,1.5,4.0,-7.5,-18.5,-14.5,1.5,0.0,-25.5
해태,27.0,29.5,18.0,7.0,11.0,27.0,25.5,0.0
