Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,-13.0,-1.5,14.5,-9.0,-21.0,3.5,4.0,2.0
LG,1.0,0.0,-12.0,-0.5,15.5,-8.0,-20.0,4.5,5.0,3.0
NC,13.0,12.0,0.0,11.5,27.5,4.0,-8.0,16.5,17.0,15.0
SK,1.5,0.5,-11.5,0.0,16.0,-7.5,-19.5,5.0,5.5,3.5
kt,-14.5,-15.5,-27.5,-16.0,0.0,-23.5,-35.5,-11.0,-10.5,-12.5
넥센,9.0,8.0,-4.0,7.5,23.5,0.0,-12.0,12.5,13.0,11.0
두산,21.0,20.0,8.0,19.5,35.5,12.0,0.0,24.5,25.0,23.0
롯데,-3.5,-4.5,-16.5,-5.0,11.0,-12.5,-24.5,0.0,0.5,-1.5
삼성,-4.0,-5.0,-17.0,-5.5,10.5,-13.0,-25.0,-0.5,0.0,-2.0
한화,-2.0,-3.0,-15.0,-3.5,12.5,-11.0,-23.0,1.5,2.0,0.0
