Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,20.0,13.0,-2.0,-2.0,6.0,2.5
OB,-20.0,0.0,-7.0,-22.0,-22.0,-14.0,-17.5
롯데,-13.0,7.0,0.0,-15.0,-15.0,-7.0,-10.5
빙그레,2.0,22.0,15.0,0.0,0.0,8.0,4.5
삼성,2.0,22.0,15.0,0.0,0.0,8.0,4.5
태평양,-6.0,14.0,7.0,-8.0,-8.0,0.0,-3.5
해태,-2.5,17.5,10.5,-4.5,-4.5,3.5,0.0
