Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.5,-12.5,-5.0,21.5,-1.0,0.0,-4.5
두산,5.5,0.0,-7.0,0.5,27.0,4.5,5.5,1.0
롯데,12.5,7.0,0.0,7.5,34.0,11.5,12.5,8.0
삼성,5.0,-0.5,-7.5,0.0,26.5,4.0,5.0,0.5
쌍방울,-21.5,-27.0,-34.0,-26.5,0.0,-22.5,-21.5,-26.0
한화,1.0,-4.5,-11.5,-4.0,22.5,0.0,1.0,-3.5
해태,0.0,-5.5,-12.5,-5.0,21.5,-1.0,0.0,-4.5
현대,4.5,-1.0,-8.0,-0.5,26.0,3.5,4.5,0.0
