Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,5.5,3.0,0.5,-0.5,7.5,0.5,-4.5
OB,-5.5,0.0,-2.5,-5.0,-6.0,2.0,-5.0,-10.0
롯데,-3.0,2.5,0.0,-2.5,-3.5,4.5,-2.5,-7.5
빙그레,-0.5,5.0,2.5,0.0,-1.0,7.0,0.0,-5.0
삼성,0.5,6.0,3.5,1.0,0.0,8.0,1.0,-4.0
쌍방울,-7.5,-2.0,-4.5,-7.0,-8.0,0.0,-7.0,-12.0
태평양,-0.5,5.0,2.5,0.0,-1.0,7.0,0.0,-5.0
해태,4.5,10.0,7.5,5.0,4.0,12.0,5.0,0.0
