Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,0.5,-22.0,4.5,-14.0,-5.5,-16.5,4.0
LG,-0.5,0.0,-22.5,4.0,-14.5,-6.0,-17.0,3.5
SK,22.0,22.5,0.0,26.5,8.0,16.5,5.5,26.0
넥센,-4.5,-4.0,-26.5,0.0,-18.5,-10.0,-21.0,-0.5
두산,14.0,14.5,-8.0,18.5,0.0,8.5,-2.5,18.0
롯데,5.5,6.0,-16.5,10.0,-8.5,0.0,-11.0,9.5
삼성,16.5,17.0,-5.5,21.0,2.5,11.0,0.0,20.5
한화,-4.0,-3.5,-26.0,0.5,-18.0,-9.5,-20.5,0.0
