Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-5.5,-3.0,2.0,-2.5,-11.5,-1.0,0.0,7.5
LG,1.5,0.0,-4.0,-1.5,3.5,-1.0,-10.0,0.5,1.5,9.0
NC,5.5,4.0,0.0,2.5,7.5,3.0,-6.0,4.5,5.5,13.0
SK,3.0,1.5,-2.5,0.0,5.0,0.5,-8.5,2.0,3.0,10.5
kt,-2.0,-3.5,-7.5,-5.0,0.0,-4.5,-13.5,-3.0,-2.0,5.5
넥센,2.5,1.0,-3.0,-0.5,4.5,0.0,-9.0,1.5,2.5,10.0
두산,11.5,10.0,6.0,8.5,13.5,9.0,0.0,10.5,11.5,19.0
롯데,1.0,-0.5,-4.5,-2.0,3.0,-1.5,-10.5,0.0,1.0,8.5
삼성,0.0,-1.5,-5.5,-3.0,2.0,-2.5,-11.5,-1.0,0.0,7.5
한화,-7.5,-9.0,-13.0,-10.5,-5.5,-10.0,-19.0,-8.5,-7.5,0.0
