Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,0.5,-2.0,-6.5,-6.0,-4.0,-5.5
OB,-0.5,0.0,-2.5,-7.0,-6.5,-4.5,-6.0
롯데,2.0,2.5,0.0,-4.5,-4.0,-2.0,-3.5
빙그레,6.5,7.0,4.5,0.0,0.5,2.5,1.0
삼성,6.0,6.5,4.0,-0.5,0.0,2.0,0.5
태평양,4.0,4.5,2.0,-2.5,-2.0,0.0,-1.5
해태,5.5,6.0,3.5,-1.0,-0.5,1.5,0.0
