Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-9.0,-1.5,-16.5,-8.5,-9.0,-17.5
OB,9.0,0.0,7.5,-7.5,0.5,0.0,-8.5
롯데,1.5,-7.5,0.0,-15.0,-7.0,-7.5,-16.0
빙그레,16.5,7.5,15.0,0.0,8.0,7.5,-1.0
삼성,8.5,-0.5,7.0,-8.0,0.0,-0.5,-9.0
태평양,9.0,0.0,7.5,-7.5,0.5,0.0,-8.5
해태,17.5,8.5,16.0,1.0,9.0,8.5,0.0
