Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-11.5,-1.5,10.5,-8.0,-17.0,4.5,5.0,4.0
LG,-1.0,0.0,-12.5,-2.5,9.5,-9.0,-18.0,3.5,4.0,3.0
NC,11.5,12.5,0.0,10.0,22.0,3.5,-5.5,16.0,16.5,15.5
SK,1.5,2.5,-10.0,0.0,12.0,-6.5,-15.5,6.0,6.5,5.5
kt,-10.5,-9.5,-22.0,-12.0,0.0,-18.5,-27.5,-6.0,-5.5,-6.5
넥센,8.0,9.0,-3.5,6.5,18.5,0.0,-9.0,12.5,13.0,12.0
두산,17.0,18.0,5.5,15.5,27.5,9.0,0.0,21.5,22.0,21.0
롯데,-4.5,-3.5,-16.0,-6.0,6.0,-12.5,-21.5,0.0,0.5,-0.5
삼성,-5.0,-4.0,-16.5,-6.5,5.5,-13.0,-22.0,-0.5,0.0,-1.0
한화,-4.0,-3.0,-15.5,-5.5,6.5,-12.0,-21.0,0.5,1.0,0.0
