Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-11.0,-0.5,14.5,-7.0,-19.0,5.5,4.0,3.0
LG,0.0,0.0,-11.0,-0.5,14.5,-7.0,-19.0,5.5,4.0,3.0
NC,11.0,11.0,0.0,10.5,25.5,4.0,-8.0,16.5,15.0,14.0
SK,0.5,0.5,-10.5,0.0,15.0,-6.5,-18.5,6.0,4.5,3.5
kt,-14.5,-14.5,-25.5,-15.0,0.0,-21.5,-33.5,-9.0,-10.5,-11.5
넥센,7.0,7.0,-4.0,6.5,21.5,0.0,-12.0,12.5,11.0,10.0
두산,19.0,19.0,8.0,18.5,33.5,12.0,0.0,24.5,23.0,22.0
롯데,-5.5,-5.5,-16.5,-6.0,9.0,-12.5,-24.5,0.0,-1.5,-2.5
삼성,-4.0,-4.0,-15.0,-4.5,10.5,-11.0,-23.0,1.5,0.0,-1.0
한화,-3.0,-3.0,-14.0,-3.5,11.5,-10.0,-22.0,2.5,1.0,0.0
