Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,22.0,-7.5,1.5,-4.0,17.0,10.5,-23.5
SK,-22.0,0.0,-29.5,-20.5,-26.0,-5.0,-11.5,-45.5
두산,7.5,29.5,0.0,9.0,3.5,24.5,18.0,-16.0
롯데,-1.5,20.5,-9.0,0.0,-5.5,15.5,9.0,-25.0
삼성,4.0,26.0,-3.5,5.5,0.0,21.0,14.5,-19.5
한화,-17.0,5.0,-24.5,-15.5,-21.0,0.0,-6.5,-40.5
해태,-10.5,11.5,-18.0,-9.0,-14.5,6.5,0.0,-34.0
현대,23.5,45.5,16.0,25.0,19.5,40.5,34.0,0.0
