Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,18.5,-6.0,2.5,1.0,9.5,7.0,-8.0
SK,-18.5,0.0,-24.5,-16.0,-17.5,-9.0,-11.5,-26.5
두산,6.0,24.5,0.0,8.5,7.0,15.5,13.0,-2.0
롯데,-2.5,16.0,-8.5,0.0,-1.5,7.0,4.5,-10.5
삼성,-1.0,17.5,-7.0,1.5,0.0,8.5,6.0,-9.0
한화,-9.5,9.0,-15.5,-7.0,-8.5,0.0,-2.5,-17.5
해태,-7.0,11.5,-13.0,-4.5,-6.0,2.5,0.0,-15.0
현대,8.0,26.5,2.0,10.5,9.0,17.5,15.0,0.0
