Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,21.5,2.5,7.0,14.0,14.0,31.5,16.5
LG,-21.5,0.0,-19.0,-14.5,-7.5,-7.5,10.0,-5.0
SK,-2.5,19.0,0.0,4.5,11.5,11.5,29.0,14.0
두산,-7.0,14.5,-4.5,0.0,7.0,7.0,24.5,9.5
롯데,-14.0,7.5,-11.5,-7.0,0.0,0.0,17.5,2.5
삼성,-14.0,7.5,-11.5,-7.0,0.0,0.0,17.5,2.5
한화,-31.5,-10.0,-29.0,-24.5,-17.5,-17.5,0.0,-15.0
히어로즈,-16.5,5.0,-14.0,-9.5,-2.5,-2.5,15.0,0.0
