Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-13.0,1.0,-16.5,-1.0,-1.0,-23.0,2.5
LG,1.5,0.0,-11.5,2.5,-15.0,0.5,0.5,-21.5,4.0
NC,13.0,11.5,0.0,14.0,-3.5,12.0,12.0,-10.0,15.5
SK,-1.0,-2.5,-14.0,0.0,-17.5,-2.0,-2.0,-24.0,1.5
넥센,16.5,15.0,3.5,17.5,0.0,15.5,15.5,-6.5,19.0
두산,1.0,-0.5,-12.0,2.0,-15.5,0.0,0.0,-22.0,3.5
롯데,1.0,-0.5,-12.0,2.0,-15.5,0.0,0.0,-22.0,3.5
삼성,23.0,21.5,10.0,24.0,6.5,22.0,22.0,0.0,25.5
한화,-2.5,-4.0,-15.5,-1.5,-19.0,-3.5,-3.5,-25.5,0.0
