Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,22.0,-7.5,-4.5,-8.0,10.0,5.5,-20.5
SK,-22.0,0.0,-29.5,-26.5,-30.0,-12.0,-16.5,-42.5
두산,7.5,29.5,0.0,3.0,-0.5,17.5,13.0,-13.0
롯데,4.5,26.5,-3.0,0.0,-3.5,14.5,10.0,-16.0
삼성,8.0,30.0,0.5,3.5,0.0,18.0,13.5,-12.5
한화,-10.0,12.0,-17.5,-14.5,-18.0,0.0,-4.5,-30.5
해태,-5.5,16.5,-13.0,-10.0,-13.5,4.5,0.0,-26.0
현대,20.5,42.5,13.0,16.0,12.5,30.5,26.0,0.0
