Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,-0.5,4.5,9.0,25.5,20.5,16.0,10.0
OB,0.5,0.0,5.0,9.5,26.0,21.0,16.5,10.5
롯데,-4.5,-5.0,0.0,4.5,21.0,16.0,11.5,5.5
삼성,-9.0,-9.5,-4.5,0.0,16.5,11.5,7.0,1.0
쌍방울,-25.5,-26.0,-21.0,-16.5,0.0,-5.0,-9.5,-15.5
태평양,-20.5,-21.0,-16.0,-11.5,5.0,0.0,-4.5,-10.5
한화,-16.0,-16.5,-11.5,-7.0,9.5,4.5,0.0,-6.0
해태,-10.0,-10.5,-5.5,-1.0,15.5,10.5,6.0,0.0
