Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-8.5,1.0,-5.5,-3.0,-16.0,10.0
LG,-6.0,0.0,-14.5,-5.0,-11.5,-9.0,-22.0,4.0
SK,8.5,14.5,0.0,9.5,3.0,5.5,-7.5,18.5
넥센,-1.0,5.0,-9.5,0.0,-6.5,-4.0,-17.0,9.0
두산,5.5,11.5,-3.0,6.5,0.0,2.5,-10.5,15.5
롯데,3.0,9.0,-5.5,4.0,-2.5,0.0,-13.0,13.0
삼성,16.0,22.0,7.5,17.0,10.5,13.0,0.0,26.0
한화,-10.0,-4.0,-18.5,-9.0,-15.5,-13.0,-26.0,0.0
