Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-1.0,-4.0,10.0,-3.0,-4.0,-1.0,-6.0,-2.0
LG,-1.0,0.0,-2.0,-5.0,9.0,-4.0,-5.0,-2.0,-7.0,-3.0
NC,1.0,2.0,0.0,-3.0,11.0,-2.0,-3.0,0.0,-5.0,-1.0
SK,4.0,5.0,3.0,0.0,14.0,1.0,0.0,3.0,-2.0,2.0
kt,-10.0,-9.0,-11.0,-14.0,0.0,-13.0,-14.0,-11.0,-16.0,-12.0
넥센,3.0,4.0,2.0,-1.0,13.0,0.0,-1.0,2.0,-3.0,1.0
두산,4.0,5.0,3.0,0.0,14.0,1.0,0.0,3.0,-2.0,2.0
롯데,1.0,2.0,0.0,-3.0,11.0,-2.0,-3.0,0.0,-5.0,-1.0
삼성,6.0,7.0,5.0,2.0,16.0,3.0,2.0,5.0,0.0,4.0
한화,2.0,3.0,1.0,-2.0,12.0,-1.0,-2.0,1.0,-4.0,0.0
