Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,3.0,3.0,2.0,-0.5,7.0,6.5,-2.0
OB,-3.0,0.0,0.0,-1.0,-3.5,4.0,3.5,-5.0
롯데,-3.0,0.0,0.0,-1.0,-3.5,4.0,3.5,-5.0
빙그레,-2.0,1.0,1.0,0.0,-2.5,5.0,4.5,-4.0
삼성,0.5,3.5,3.5,2.5,0.0,7.5,7.0,-1.5
쌍방울,-7.0,-4.0,-4.0,-5.0,-7.5,0.0,-0.5,-9.0
태평양,-6.5,-3.5,-3.5,-4.5,-7.0,0.5,0.0,-8.5
해태,2.0,5.0,5.0,4.0,1.5,9.0,8.5,0.0
