Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,4.0,-1.5,-3.0,-8.5,-10.0,-16.5,-11.0
OB,-4.0,0.0,-5.5,-7.0,-12.5,-14.0,-20.5,-15.0
롯데,1.5,5.5,0.0,-1.5,-7.0,-8.5,-15.0,-9.5
삼성,3.0,7.0,1.5,0.0,-5.5,-7.0,-13.5,-8.0
쌍방울,8.5,12.5,7.0,5.5,0.0,-1.5,-8.0,-2.5
한화,10.0,14.0,8.5,7.0,1.5,0.0,-6.5,-1.0
해태,16.5,20.5,15.0,13.5,8.0,6.5,0.0,5.5
현대,11.0,15.0,9.5,8.0,2.5,1.0,-5.5,0.0
