Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,25.0,-5.5,3.5,-3.0,18.0,13.5,-19.5
SK,-25.0,0.0,-30.5,-21.5,-28.0,-7.0,-11.5,-44.5
두산,5.5,30.5,0.0,9.0,2.5,23.5,19.0,-14.0
롯데,-3.5,21.5,-9.0,0.0,-6.5,14.5,10.0,-23.0
삼성,3.0,28.0,-2.5,6.5,0.0,21.0,16.5,-16.5
한화,-18.0,7.0,-23.5,-14.5,-21.0,0.0,-4.5,-37.5
해태,-13.5,11.5,-19.0,-10.0,-16.5,4.5,0.0,-33.0
현대,19.5,44.5,14.0,23.0,16.5,37.5,33.0,0.0
