Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,8.5,17.5,-1.0,-0.5,14.0,-3.5,15.0
OB,-8.5,0.0,9.0,-9.5,-9.0,5.5,-12.0,6.5
롯데,-17.5,-9.0,0.0,-18.5,-18.0,-3.5,-21.0,-2.5
삼성,1.0,9.5,18.5,0.0,0.5,15.0,-2.5,16.0
쌍방울,0.5,9.0,18.0,-0.5,0.0,14.5,-3.0,15.5
한화,-14.0,-5.5,3.5,-15.0,-14.5,0.0,-17.5,1.0
해태,3.5,12.0,21.0,2.5,3.0,17.5,0.0,18.5
현대,-15.0,-6.5,2.5,-16.0,-15.5,-1.0,-18.5,0.0
