Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,3.5,4.5,-5.0,-3.5,0.0,-4.0
OB,-3.5,0.0,1.0,-8.5,-7.0,-3.5,-7.5
롯데,-4.5,-1.0,0.0,-9.5,-8.0,-4.5,-8.5
빙그레,5.0,8.5,9.5,0.0,1.5,5.0,1.0
삼성,3.5,7.0,8.0,-1.5,0.0,3.5,-0.5
태평양,0.0,3.5,4.5,-5.0,-3.5,0.0,-4.0
해태,4.0,7.5,8.5,-1.0,0.5,4.0,0.0
