Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,12.0,-26.0,-15.0,-12.0,-9.0,-6.0,7.0
LG,-12.0,0.0,-38.0,-27.0,-24.0,-21.0,-18.0,-5.0
SK,26.0,38.0,0.0,11.0,14.0,17.0,20.0,33.0
두산,15.0,27.0,-11.0,0.0,3.0,6.0,9.0,22.0
롯데,12.0,24.0,-14.0,-3.0,0.0,3.0,6.0,19.0
삼성,9.0,21.0,-17.0,-6.0,-3.0,0.0,3.0,16.0
한화,6.0,18.0,-20.0,-9.0,-6.0,-3.0,0.0,13.0
히어로즈,-7.0,5.0,-33.0,-22.0,-19.0,-16.0,-13.0,0.0
