Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-7.0,9.5,2.5,-4.5,-2.0,-2.0,-9.0,16.5
LG,7.0,0.0,16.5,9.5,2.5,5.0,5.0,-2.0,23.5
NC,-9.5,-16.5,0.0,-7.0,-14.0,-11.5,-11.5,-18.5,7.0
SK,-2.5,-9.5,7.0,0.0,-7.0,-4.5,-4.5,-11.5,14.0
넥센,4.5,-2.5,14.0,7.0,0.0,2.5,2.5,-4.5,21.0
두산,2.0,-5.0,11.5,4.5,-2.5,0.0,0.0,-7.0,18.5
롯데,2.0,-5.0,11.5,4.5,-2.5,0.0,0.0,-7.0,18.5
삼성,9.0,2.0,18.5,11.5,4.5,7.0,7.0,0.0,25.5
한화,-16.5,-23.5,-7.0,-14.0,-21.0,-18.5,-18.5,-25.5,0.0
